X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults
484,513,1457758,1457776,196,52,35,22534,104,127,1360,1,0,70,0.7118,0.6245,0.6207,0.0213,0.5577,0.5143,0,2.2923,1.4624,1.2553,-0.3793,-0.1018,0.8123,0,1,0,0,0,0,0
108,120,1471277,1471288,64,16,13,7216,102,124,1356,1,0,70,0.1593,0.5152,0.9167,0.0088,0.75,0.8461,0,1.8062,1.0792,1.0414,-0.0833,-0.1191,0.2432,0,1,0,0,0,0,0
357,370,1483879,1483901,130,26,25,13185,90,117,1358,1,0,70,0.5258,0.5454,0.5909,0.0096,0.5,0.88,1,2.1139,1.1139,1.3424,0.4091,-0.2076,0.4729,0,1,0,0,0,0,0
169,186,1495862,1495883,215,36,22,24463,103,125,1356,1,0,70,0.2493,0.3978,0.8095,0.0125,0.4722,0.9546,1,2.3324,1.2305,1.3222,0.1905,-0.1111,0.5903,0,1,0,0,0,0,0
37,48,1508012,1508040,178,25,28,18774,92,116,1356,1,0,70,0.0546,0.4221,0.3929,0.0081,0.44,1,1,2.2504,1.0414,1.4472,0.6071,-0.176,0.5096,0,1,0,0,0,0,0
116,126,1536604,1536631,155,24,27,16678,96,120,1356,1,0,70,0.1711,0.4259,0.3704,0.0074,0.4167,1,1,2.1903,1,1.4314,0.6296,-0.1594,0.4465,0,1,0,0,0,0,0
0,17,1549800,1549891,1030,72,92,71852,49,84,1354,1,0,70,0,0.3342,0.1868,0.0126,0.2361,0.9891,1,3.0128,1.2305,1.959,0.8132,-0.455,0.9998,0,1,0,0,0,0,0
824,844,1564536,1564557,140,27,22,15545,99,125,1356,1,0,70,0.7552,0.6667,0.9524,0.0148,0.7407,0.9546,1,2.1461,1.301,1.3222,0.0476,-0.1325,0.6868,0,1,0,0,0,0,0
53,91,1578055,1578129,1470,84,82,132939,70,118,1356,1,0,70,0.0782,0.4772,0.5135,0.028,0.4524,0.9024,1,3.1673,1.5798,1.8692,0.4865,-0.2935,1,0,1,0,0,0,0,0
248,262,1589431,1589443,69,20,19,7588,100,119,1356,1,0,70,0.3658,0.5893,0.8571,0.0103,0.7,0.6316,0,1.8389,1.1461,1.0792,-0.1429,-0.1408,0.2901,0,1,0,0,0,0,0
104,124,1602180,1602199,231,31,23,29896,117,143,1356,1,0,70,0.1534,0.3921,0.95,0.0148,0.6452,0.8261,0,2.3636,1.301,1.2787,-0.05,0.0111,0.6268,0,1,0,0,0,0,0
115,136,1622697,1622718,169,33,28,19591,105,127,1356,1,0,70,0.1696,0.6168,1,0.0155,0.6364,0.75,0.5,2.2279,1.3222,1.3222,0,-0.0944,0.7161,0,1,0,0,0,0,0
31,50,1647143,1647194,445,72,55,46236,91,118,1354,1,0,70,0.0458,0.5408,0.3726,0.014,0.2639,0.9273,1,2.6484,1.2787,1.7076,0.6274,-0.1883,0.9884,0,1,0,0,0,0,0
221,236,1658742,1658769,245,37,33,27599,100,124,1354,1,0,70,0.3264,0.3951,0.5556,0.0111,0.4054,0.8182,1,2.3892,1.1761,1.4314,0.4444,-0.1199,0.6648,0,1,0,0,0,0,0
195,209,1671098,1671110,99,16,13,12056,111,132,1358,1,0,70,0.2872,0.4107,0.8571,0.0103,0.875,0.9231,0,1.9956,1.1461,1.0792,-0.1429,-0.0486,0.2901,0,1,0,0,0,0,0
144,153,1686794,1686810,55,19,17,6146,104,125,1358,1,0,70,0.2121,0.6181,0.5625,0.0066,0.4737,0.9412,1,1.7404,0.9542,1.2041,0.4375,-0.127,0.2583,0,1,0,0,0,0,0
449,521,1699784,1699829,873,174,100,103898,106,133,1358,1,0,70,0.6613,0.7306,0.625,0.053,0.4138,0.45,0,2.941,1.8573,1.6532,-0.375,-0.0702,1,0,1,0,0,0,0,0
55,65,1713172,1713184,64,16,13,7286,102,126,1356,1,0,70,0.0811,0.4667,0.8333,0.0074,0.625,0.9231,1,1.8062,1,1.0792,0.1667,-0.1106,0.2288,0,1,0,0,0,0,0
142,155,1723382,1723392,60,20,11,6260,96,117,1360,1,0,70,0.2088,0.5385,0.7692,0.0096,0.65,0.9091,0,1.7781,1.1139,1,-0.2308,-0.1849,0.2408,0,1,0,0,0,0,0
49,75,1736811,1736822,120,31,18,12834,90,125,1356,1,0,70,0.0723,0.5804,0.4231,0.0192,0.8387,0.6111,0,2.0792,1.415,1.0414,-0.5769,-0.1645,0.4729,0,1,0,0,0,0,0
322,357,1747625,1747660,314,84,50,38597,110,140,1356,1,0,70,0.4749,0.7437,1,0.0258,0.4167,0.7,0.5,2.4969,1.5441,1.5441,0,-0.0397,0.9979,0,1,0,0,0,0,0
210,224,1761692,1761703,61,17,11,7309,112,132,1356,1,0,70,0.3097,0.6039,0.7857,0.0103,0.8235,1,0,1.7853,1.1461,1.0414,-0.2143,-0.0639,0.2712,0,1,0,0,0,0,0
30,58,1772722,1772736,253,50,26,28728,86,135,1356,1,0,70,0.0443,0.3546,0.5,0.0206,0.56,0.5385,0,2.4031,1.4472,1.1461,-0.5,-0.1129,0.6453,0,1,0,0,0,0,0
88,120,1785901,1785930,509,73,60,49765,80,116,1358,1,0,70,0.1296,0.4515,0.9063,0.0236,0.4384,0.4833,0,2.7067,1.5051,1.4624,-0.0938,-0.2362,0.9848,0,1,0,0,0,0,0
42,55,1798152,1798172,170,25,21,16633,84,116,1356,1,0,70,0.0619,0.3462,0.65,0.0096,0.52,0.9524,1,2.2304,1.1139,1.301,0.35,-0.2356,0.43,0,1,0,0,0,0,0
54,76,1810277,1810283,78,22,10,8246,95,117,1356,1,0,70,0.0796,0.4091,0.2727,0.0162,1,0.6,0,1.8921,1.3424,0.7782,-0.7273,-0.1741,0.2432,0,1,0,0,0,0,0
29,39,1821904,1821917,77,17,13,6861,76,109,1356,1,0,70,0.0428,0.4077,0.7692,0.0074,0.5882,1,1,1.8865,1,1.1139,0.2308,-0.3039,0.2408,0,1,0,0,0,0,0
173,188,1835338,1835349,83,18,12,10702,116,140,1356,1,0,70,0.2552,0.497,0.7333,0.0111,0.8333,0.9167,0,1.9191,1.1761,1.0414,-0.2667,0.0073,0.286,0,1,0,0,0,0,0
83,93,1846280,1846289,61,12,10,6490,96,118,1356,1,0,70,0.1224,0.3222,0.9,0.0074,0.8333,0.9,0,1.7853,1,0.9542,-0.1,-0.1688,0.1954,0,1,0,0,0,0,0
17,27,1859616,1859633,80,23,17,4931,41,84,1356,1,0,70,0.0251,0.5294,0.5882,0.0074,0.4348,1,1,1.9031,1,1.2305,0.4118,-0.5185,0.2928,0,1,0,0,0,0,0
98,108,1889430,1889440,51,15,10,5546,99,124,1356,1,0,70,0.1445,0.49,1,0.0074,0.6667,1,0.5,1.7076,1,1,0,-0.1504,0.2061,0,1,0,0,0,0,0
184,205,1901970,1901975,58,22,7,7050,111,135,1356,1,0,70,0.2714,0.4476,0.2381,0.0155,0.9546,0.7143,0,1.7634,1.3222,0.699,-0.7619,-0.0504,0.2116,0,1,0,0,0,0,0
116,126,1913635,1913646,58,13,11,7114,112,133,1356,1,0,70,0.1711,0.4727,0.9091,0.0074,0.7692,1,1,1.7634,1,1.0414,0.0909,-0.0418,0.2173,0,1,0,0,0,0,0
178,197,1924923,1924936,130,38,25,16308,115,140,1356,1,0,70,0.2625,0.4737,0.6842,0.014,0.5,0.52,0,2.1139,1.2787,1.1139,-0.3158,-0.02,0.4089,0,1,0,0,0,0,0
41,56,1939590,1939602,117,22,14,11647,89,110,1356,1,0,70,0.0605,0.35,0.8,0.0111,0.6818,0.8571,0,2.0682,1.1761,1.0792,-0.2,-0.2223,0.3068,0,1,0,0,0,0,0
82,98,1951256,1951299,490,38,44,50867,86,118,1354,1,0,70,0.1211,0.2878,0.3721,0.0118,0.4211,0.9773,1,2.6902,1.2041,1.6335,0.6279,-0.189,0.929,0,1,0,0,0,0,0
73,92,1964561,1964591,318,36,33,31789,85,124,1354,1,0,70,0.1078,0.4421,0.6333,0.014,0.5278,0.9091,1,2.5024,1.2787,1.4771,0.3667,-0.219,0.8563,0,1,0,0,0,0,0
20,37,1978821,1978842,185,29,24,18517,88,119,1354,1,0,70,0.0295,0.4818,0.8095,0.0126,0.5862,0.875,1,2.2672,1.2305,1.3222,0.1905,-0.218,0.5903,0,1,0,0,0,0,0
151,162,1990021,1990031,59,13,11,5957,89,111,1354,1,0,70,0.223,0.4636,0.9091,0.0081,0.8461,0.9091,0,1.7708,1.0414,1,-0.0909,-0.2112,0.2173,0,1,0,0,0,0,0
69,81,2001776,2001794,119,20,18,11516,84,117,1352,1,0,70,0.1021,0.4491,0.6667,0.0089,0.6,1,1,2.0756,1.0792,1.2553,0.3333,-0.244,0.3601,0,1,0,0,0,0,0
79,88,2012938,2012949,66,10,11,5652,75,101,1356,1,0,70,0.1165,0.3333,0.8182,0.0066,0.9,1,1,1.8195,0.9542,1.0414,0.1818,-0.331,0.2051,0,1,0,0,0,0,0
85,101,2023127,2023150,268,28,25,26356,84,118,1356,1,0,70,0.1254,0.2717,0.6956,0.0118,0.5714,0.92,1,2.4281,1.2041,1.3617,0.3043,-0.2317,0.6079,0,1,0,0,0,0,0
74,91,2032900,2032910,99,29,17,11843,109,134,1354,1,0,70,0.1093,0.4177,0.5882,0.0126,0.5862,0.5882,0,1.9956,1.2305,1,-0.4118,-0.0654,0.2928,0,1,0,0,0,0,0
34,48,2044448,2044475,197,38,29,19139,86,109,1354,1,0,70,0.0502,0.4788,0.5185,0.0103,0.3684,0.931,1,2.2945,1.1461,1.4314,0.4815,-0.241,0.6236,0,1,0,0,0,0,0
13,21,2058002,2058016,91,12,14,8106,79,101,1358,1,0,70,0.0192,0.1875,0.5714,0.0059,0.6667,1,1,1.959,0.9031,1.1461,0.4286,-0.3041,0.2195,0,1,0,0,0,0,0
32,44,2070769,2070796,142,30,29,12465,72,109,1354,1,0,70,0.0473,0.5617,0.4444,0.0089,0.4,0.931,1,2.1523,1.0792,1.4314,0.5556,-0.3142,0.5362,0,1,0,0,0,0,0
81,90,2082327,2082338,60,13,11,6133,91,117,1356,1,0,70,0.1195,0.3939,0.8182,0.0066,0.6923,1,1,1.7781,0.9542,1.0414,0.1818,-0.2014,0.2051,0,1,0,0,0,0,0
22,31,2097257,2097270,60,15,13,5573,81,103,1354,1,0,70,0.0325,0.4872,0.6923,0.0066,0.6,1,1,1.7781,0.9542,1.1139,0.3077,-0.2743,0.2253,0,1,0,0,0,0,0
280,305,2109314,2109324,149,27,17,15313,93,111,1354,1,0,70,0.4136,0.404,0.4,0.0185,0.9259,0.5882,0,2.1732,1.3979,1,-0.6,-0.1971,0.4138,0,1,0,0,0,0,0
107,120,2126449,2126462,103,19,13,12424,112,132,1356,1,0,70,0.1578,0.3905,1,0.0096,0.6842,1,0.5,2.0128,1.1139,1.1139,0,-0.0576,0.2914,0,1,0,0,0,0,0
7,19,2153394,2153410,93,19,17,9214,90,108,1356,1,0,70,0.0103,0.5156,0.75,0.0088,0.6316,0.9412,1,1.9685,1.0792,1.2041,0.25,-0.226,0.3241,0,1,0,0,0,0,0
42,59,2216544,2216556,115,22,17,11748,87,124,1356,1,0,70,0.0619,0.4363,0.7059,0.0125,0.7727,0.7059,0,2.0607,1.2305,1.0792,-0.2941,-0.2019,0.3419,0,1,0,0,0,0,0
8,29,2280779,2280868,1203,68,89,96937,48,101,1354,1,0,70,0.0118,0.3563,0.236,0.0155,0.3088,1,1,3.0803,1.3222,1.9494,0.764,-0.3705,1,0,1,0,0,0,0,0
8,18,2293926,2293946,109,22,20,11293,90,116,1356,1,0,70,0.0118,0.455,0.5,0.0074,0.4545,1,1,2.0374,1,1.301,0.5,-0.1906,0.3359,0,1,0,0,0,0,0
31,50,2381257,2381400,1371,114,144,150413,85,132,1356,1,0,70,0.0457,0.4954,0.1329,0.014,0.1667,0.9931,1,3.137,1.2787,2.1553,0.8671,-0.1429,1,0,1,0,0,0,0,0
45,53,2409503,2409518,88,13,15,8123,81,110,1354,1,0,70,0.0665,0.2667,0.5333,0.0059,0.6154,1,1,1.9445,0.9031,1.1761,0.4667,-0.2788,0.2288,0,1,0,0,0,0,0
25,46,2433660,2433721,566,64,70,62326,89,132,1356,1,0,70,0.0369,0.5582,0.3443,0.0155,0.3281,0.8714,1,2.7528,1.3222,1.7853,0.6557,-0.1397,0.9985,0,1,0,0,0,0,0
4,17,2445033,2445050,97,19,17,5940,47,77,1358,1,0,70,0.0059,0.5611,0.7647,0.0096,0.6842,1,1,1.9868,1.1139,1.2305,0.2353,-0.5216,0.3678,0,1,0,0,0,0,0
27,36,2457919,2457943,145,19,26,14997,91,117,1356,1,0,70,0.0398,0.3287,0.375,0.0066,0.4737,0.9231,1,2.1614,0.9542,1.3802,0.625,-0.192,0.3601,0,1,0,0,0,0,0
26,40,2535272,2535292,205,24,21,26503,108,148,1354,1,0,70,0.0384,0.2679,0.7,0.0103,0.5833,0.9524,1,2.3117,1.1461,1.301,0.3,0.01,0.463,0,1,0,0,0,0,0
2,11,2550643,2550653,60,12,10,3673,48,77,1358,1,0,70,0.003,0.3333,0.9,0.0066,0.75,1,1,1.7781,0.9542,1,0.1,-0.5217,0.1954,0,1,0,0,0,0,0
24,38,2563219,2563241,173,22,23,17100,85,111,1356,1,0,70,0.0354,0.4383,0.6364,0.0103,0.6364,0.9565,1,2.238,1.1461,1.3424,0.3636,-0.2278,0.5096,0,1,0,0,0,0,0
9,25,2583771,2583780,71,19,12,6886,84,111,1356,1,0,70,0.0133,0.5069,0.5625,0.0118,0.8421,0.75,0,1.8513,1.2041,0.9542,-0.4375,-0.2423,0.2583,0,1,0,0,0,0,0
53,81,2595595,2595643,578,73,68,52482,76,109,1356,1,0,70,0.0782,0.5699,0.5833,0.0206,0.3836,0.7059,1,2.7619,1.4472,1.6812,0.4167,-0.2906,0.999,0,1,0,0,0,0,0
13,23,2632520,2632529,53,13,9,5267,90,109,1354,1,0,70,0.0192,0.4111,0.9,0.0074,0.7692,1,0,1.7243,1,0.9542,-0.1,-0.2236,0.1954,0,1,0,0,0,0,0
48,61,2644076,2644097,153,25,21,16865,90,125,1352,1,0,70,0.071,0.4396,0.6191,0.0096,0.52,1,1,2.1847,1.1139,1.3222,0.381,-0.1388,0.4514,0,1,0,0,0,0,0
17,33,2656857,2656867,78,28,17,9208,105,132,1352,1,0,70,0.0251,0.5125,0.625,0.0118,0.5714,0.5882,0,1.8921,1.2041,1,-0.375,-0.0777,0.2792,0,1,0,0,0,0,0
23,40,2669665,2669677,94,24,16,10847,104,126,1354,1,0,70,0.034,0.5392,0.7059,0.0126,0.7083,0.75,0,1.9731,1.2305,1.0792,-0.2941,-0.0985,0.3419,0,1,0,0,0,0,0
27,42,2682394,2682435,376,40,43,36566,81,119,1352,1,0,70,0.0399,0.3886,0.3659,0.0111,0.375,0.9535,1,2.5752,1.1761,1.6128,0.6342,-0.2402,0.8894,0,1,0,0,0,0,0
0,16,2724583,2724595,111,20,21,6323,41,70,1356,1,0,70,0,0.4219,0.75,0.0118,0.8,0.5714,0,2.0453,1.2041,1.0792,-0.25,-0.555,0.3241,0,1,0,0,0,0,0
24,52,2787299,2787427,1543,150,151,160372,81,126,1352,1,0,70,0.0355,0.5695,0.2188,0.0207,0.1867,0.8477,1,3.1884,1.4472,2.1072,0.7813,-0.188,1,0,1,0,0,0,0,0
19,28,2811785,2811821,192,35,36,18361,80,118,1354,1,0,70,0.0281,0.4074,0.25,0.0066,0.2571,1,1,2.2833,0.9542,1.5563,0.75,-0.2529,0.5362,0,1,0,0,0,0,0
17,27,2824729,2824741,76,15,12,4643,43,86,1354,1,0,70,0.0251,0.3667,0.8333,0.0074,0.6667,1,1,1.8808,1,1.0792,0.1667,-0.5227,0.2288,0,1,0,0,0,0,0
18,32,2837245,2837268,199,20,23,18720,80,110,1352,1,0,70,0.0266,0.382,0.6087,0.0104,0.7,1,1,2.2989,1.1461,1.3617,0.3913,-0.2651,0.5329,0,1,0,0,0,0,0
15,22,2857887,2857900,71,11,13,6657,81,108,1350,1,0,70,0.0222,0.2198,0.5385,0.0052,0.6364,1,1,1.8513,0.8451,1.1139,0.4615,-0.2675,0.1965,0,1,0,0,0,0,0
0,6,2939205,2939222,69,14,18,7151,92,118,1348,1,0,70,0,0.3235,0.3529,0.0044,0.4286,0.9444,1,1.8389,0.7782,1.2305,0.6471,-0.1903,0.2083,0,1,0,0,0,0,0
1264,1271,750387,750399,52,11,13,5907,105,125,1358,1,0,100,0.1281,0.381,0.5833,0.0052,0.6364,0.9231,1,1.716,0.8451,1.0792,0.4167,-0.1125,0.1892,0,1,0,0,0,0,0
126,151,639972,639993,339,70,35,42620,119,135,1360,0,1,40,0.1853,0.3543,0.84,0.0184,0.3571,0.6,0,2.5302,1.3979,1.3222,-0.16,-0.0178,0.8153,0,1,0,0,0,0,0
105,125,843822,843837,155,37,23,19453,120,134,1362,0,1,40,0.1542,0.4833,0.75,0.0147,0.5405,0.6522,0,2.1903,1.301,1.1761,-0.25,-0.0195,0.4963,0,1,0,0,0,0,0
119,172,909471,909492,618,109,59,78470,119,135,1362,0,1,40,0.1747,0.4447,0.3962,0.0389,0.4862,0.3559,0,2.791,1.7243,1.3222,-0.6038,-0.008,0.9955,0,1,0,0,0,0,0
103,122,1136912,1136924,142,25,15,17707,119,133,1362,0,1,40,0.1513,0.3772,0.6316,0.0139,0.76,0.8,0,2.1523,1.2787,1.0792,-0.3684,-0.0258,0.3787,0,1,0,0,0,0,0
145,197,1317364,1317395,508,112,59,65223,120,142,1362,0,1,40,0.2129,0.6849,0.5961,0.0382,0.4643,0.5254,0,2.7059,1.716,1.4914,-0.4038,0.0031,0.9998,0,1,0,0,0,0,0
209,230,1346248,1346264,158,45,30,20312,122,140,1362,0,1,40,0.3069,0.5298,0.7619,0.0154,0.4667,0.5333,0,2.1987,1.3222,1.2041,-0.2381,0.0044,0.556,0,1,0,0,0,0,0
205,235,1417276,1417288,156,49,17,20131,122,140,1360,0,1,40,0.3015,0.5667,0.4,0.0221,0.6122,0.7059,0,2.1931,1.4771,1.0792,-0.6,0.0082,0.5951,0,1,0,0,0,0,0
181,230,1566427,1566453,312,73,48,40573,122,141,1360,0,1,40,0.2662,0.7551,0.5306,0.036,0.6712,0.5417,0,2.4941,1.6902,1.415,-0.4694,0.0159,0.9985,0,1,0,0,0,0,0
1190,1201,9007,9033,180,24,27,17505,87,111,1362,0,1,175,0.2364,0.3706,0.4231,0.0081,0.4583,0.963,1,2.2553,1.0414,1.415,0.5769,-0.2402,0.4729,0,1,0,0,0,0,0
1214,1222,737538,737568,147,28,31,16908,105,133,1362,0,1,175,0.2056,0.3875,0.2667,0.0059,0.2857,0.9677,1,2.1673,0.9031,1.4771,0.7333,-0.1014,0.3977,0,1,0,0,0,0,0
1211,1229,840091,840385,1733,206,294,185716,93,133,1362,0,1,175,0.1953,0.6725,0.0612,0.0132,0.0874,1,1,3.2388,1.2553,2.4683,0.9388,-0.1628,1,0,1,0,0,0,0,0
1207,1214,882674,882712,120,35,39,15035,118,135,1362,0,1,175,0.2173,0.5489,0.1842,0.0051,0.2,0.9744,1,2.0792,0.8451,1.5798,0.8158,-0.0212,0.4399,0,1,0,0,0,0,0
1200,1220,971714,971922,1804,175,211,214243,101,135,1360,0,1,175,0.2059,0.5663,0.0962,0.0147,0.1143,0.9858,1,3.2562,1.301,2.3181,0.9039,-0.0722,1,0,1,0,0,0,0,0
1191,1201,1062881,1062901,124,26,21,14323,107,126,1364,0,1,175,0.239,0.38,0.5,0.0073,0.3846,0.9524,1,2.0934,1,1.301,0.5,-0.0976,0.3359,0,1,0,0,0,0,0
1202,1215,1127580,1127599,119,24,20,13662,106,127,1364,0,1,175,0.2185,0.5182,0.6842,0.0095,0.5417,0.95,1,2.0756,1.1139,1.2787,0.3158,-0.1031,0.4089,0,1,0,0,0,0,0
1109,1118,1170194,1170219,130,21,26,15147,109,126,1360,0,1,175,0.3559,0.4222,0.36,0.0066,0.4286,0.9615,1,2.1139,0.9542,1.3979,0.64,-0.0897,0.374,0,1,0,0,0,0,0
1190,1219,1183612,1183893,3883,229,289,395668,78,127,1362,0,1,175,0.21,0.5235,0.1032,0.0213,0.1266,0.9723,1,3.5892,1.4624,2.4487,0.8968,-0.2039,1,0,1,0,0,0,0,0
1198,1209,1246188,1246244,295,42,56,32358,96,126,1364,0,1,175,0.2273,0.5211,0.1964,0.0081,0.2619,1,1,2.4698,1.0414,1.7482,0.8036,-0.1431,0.8901,0,1,0,0,0,0,0
464,474,28542,28553,72,13,12,13094,168,198,1387,0,1,40,0.6691,0.3455,0.9091,0.0072,0.7692,0.9167,1,1.8573,1,1.0414,0.0909,0.4208,0.2173,0,0,1,0,0,0,0
853,861,31984,31995,66,9,11,12872,178,207,1387,0,1,40,0.7585,0.25,0.7273,0.0058,0.8889,1,1,1.8195,0.9031,1.0414,0.2727,0.5237,0.1934,0,0,1,0,0,0,0
0,9,35152,35164,61,10,12,10855,168,189,1387,0,1,40,0,0.4352,0.75,0.0065,0.9,1,1,1.7853,0.9542,1.0792,0.25,0.3902,0.215,0,0,1,0,0,0,0
816,824,40184,40195,75,8,11,14016,157,206,1387,0,1,40,0.8118,0.1477,0.7273,0.0058,1,1,1,1.8751,0.9031,1.0414,0.2727,0.46,0.1934,0,0,1,0,0,0,0
827,843,48480,48539,443,56,60,79713,77,221,1387,0,1,40,0.7844,0.5307,0.2712,0.0115,0.2857,0.9833,1,2.6464,1.2041,1.7708,0.7288,0.4058,0.9863,0,0,1,0,0,0,0
1059,1069,117715,117724,76,10,9,15483,195,213,1387,0,1,40,0.4585,0.1556,0.9,0.0072,1,1,0,1.8808,1,0.9542,-0.1,0.5916,0.1954,0,0,1,0,0,0,0
259,272,125025,125040,150,13,15,28697,172,212,1387,0,1,40,0.3735,0.2308,0.8667,0.0094,1,1,1,2.1761,1.1139,1.1761,0.1333,0.4946,0.3285,0,0,1,0,0,0,0
853,872,135196,135298,892,59,104,181730,68,236,1387,0,1,40,0.7426,0.5397,0.1863,0.0137,0.322,0.9808,1,2.9504,1.2787,2.0086,0.8137,0.5917,1,0,0,1,0,0,0,0
570,585,155584,155593,74,16,11,15069,196,210,1387,0,1,40,0.8219,0.4518,0.6,0.0108,0.9375,0.8182,0,1.8692,1.1761,0.9542,-0.4,0.5909,0.2469,0,0,1,0,0,0,0
732,750,177076,177087,136,18,11,27180,192,207,1387,0,1,40,0.9185,0.3131,0.6111,0.013,1,1,0,2.1335,1.2553,1.0414,-0.3889,0.5613,0.3329,0,0,1,0,0,0,0
1084,1097,185575,185588,108,16,17,21840,195,212,1387,0,1,40,0.4182,0.3609,1,0.0094,0.8125,0.7647,0.5,2.0334,1.1139,1.1139,0,0.5799,0.2914,0,0,1,0,0,0,0
1212,1220,198764,198776,74,12,12,13025,163,188,1387,0,1,40,0.2408,0.2292,0.6667,0.0058,0.6667,1,1,1.8692,0.9031,1.0792,0.3333,0.3751,0.2018,0,0,1,0,0,0,0
857,865,211983,211993,52,8,10,9968,178,207,1387,0,1,40,0.7527,0.35,0.8,0.0058,1,1,1,1.716,0.9031,1,0.2,0.4976,0.1852,0,0,1,0,0,0,0
852,860,222646,222657,69,8,11,13099,164,205,1387,0,1,40,0.7599,0.2159,0.7273,0.0058,1,1,1,1.8389,0.9031,1.0414,0.2727,0.4831,0.1934,0,0,1,0,0,0,0
141,148,236266,236280,60,8,14,11189,178,198,1387,0,1,40,0.2033,0.3878,0.5,0.005,0.875,1,1,1.7781,0.8451,1.1461,0.5,0.4569,0.204,0,0,1,0,0,0,0
716,723,251869,251880,68,8,11,12624,177,191,1387,0,1,40,0.9575,0.1169,0.6364,0.005,0.875,1,1,1.8325,0.8451,1.0414,0.3636,0.4504,0.1822,0,0,1,0,0,0,0
1220,1228,270702,270711,70,8,9,11255,143,174,1387,0,1,40,0.2293,0.0278,0.8889,0.0058,1,1,1,1.8451,0.9031,0.9542,0.1111,0.2561,0.1773,0,0,1,0,0,0,0
1028,1052,365905,365932,504,24,27,69672,48,189,1387,0,1,40,0.4831,0.2222,0.8889,0.0173,1,1,1,2.7024,1.3802,1.4314,0.1111,0.08,0.9093,0,0,1,0,0,0,0
4,16,394965,394980,140,12,15,20974,118,174,1387,0,1,40,0.0058,0.2222,0.8,0.0087,1,1,1,2.1461,1.0792,1.1761,0.2,0.1704,0.3068,0,0,1,0,0,0,0
867,878,419960,419973,108,11,13,17174,123,181,1387,0,1,40,0.734,0.2448,0.8461,0.0079,1,1,1,2.0334,1.0414,1.1139,0.1539,0.2423,0.257,0,0,1,0,0,0,0
1279,1288,435870,435883,96,9,13,14369,128,164,1387,0,1,40,0.1427,0.1795,0.6923,0.0065,1,1,1,1.9823,0.9542,1.1139,0.3077,0.1693,0.2253,0,0,1,0,0,0,0
951,961,494451,494461,81,11,10,13311,141,182,1387,0,1,40,0.6143,0.19,1,0.0072,0.9091,1,0.5,1.9085,1,1,0,0.2839,0.2061,0,0,1,0,0,0,0
945,956,508640,508650,85,12,10,14041,139,181,1387,0,1,40,0.6215,0.2273,0.9091,0.0079,0.9167,1,0,1.9294,1.0414,1,-0.0909,0.2905,0.2173,0,0,1,0,0,0,0
856,864,519257,519266,57,10,11,9848,161,183,1387,0,1,40,0.7541,0.2083,0.8889,0.0058,0.8,0.8182,1,1.7559,0.9031,0.9542,0.1111,0.3498,0.1773,0,0,1,0,0,0,0
925,934,552377,552388,75,9,11,12593,150,180,1387,0,1,40,0.6532,0.2424,0.8182,0.0065,1,1,1,1.8751,0.9542,1.0414,0.1818,0.3118,0.2051,0,0,1,0,0,0,0
919,930,561832,561842,88,11,10,14538,134,183,1387,0,1,40,0.659,0.2,0.9091,0.0079,1,1,0,1.9445,1.0414,1,-0.0909,0.2907,0.2173,0,0,1,0,0,0,0
919,928,578380,578392,88,10,13,14808,148,182,1387,0,1,40,0.6619,0.1852,0.75,0.0065,0.9,0.9231,1,1.9445,0.9542,1.0792,0.25,0.3146,0.215,0,0,1,0,0,0,0
933,940,612662,612672,52,9,10,8857,161,182,1387,0,1,40,0.6446,0.2571,0.7,0.005,0.7778,1,1,1.716,0.8451,1,0.3,0.3307,0.1753,0,0,1,0,0,0,0
936,942,625664,625675,52,9,11,8801,159,181,1387,0,1,40,0.6417,0.2121,0.5454,0.0043,0.6667,1,1,1.716,0.7782,1.0414,0.4545,0.3223,0.1715,0,0,1,0,0,0,0
936,944,639848,639857,65,9,9,11132,161,182,1387,0,1,40,0.6388,0.0972,0.8889,0.0058,0.8889,1,1,1.8129,0.9031,0.9542,0.1111,0.338,0.1773,0,0,1,0,0,0,0
926,935,675316,675327,63,9,11,10518,156,180,1387,0,1,40,0.6518,0.3636,0.8182,0.0065,1,1,1,1.7993,0.9542,1.0414,0.1818,0.3043,0.2051,0,0,1,0,0,0,0
897,907,898704,898715,101,11,11,16760,148,182,1387,0,1,40,0.6921,0.0818,0.9091,0.0072,0.9091,1,1,2.0043,1,1.0414,0.0909,0.2964,0.2173,0,0,1,0,0,0,0
892,903,908164,908176,92,12,12,14703,128,175,1387,0,1,40,0.6979,0.303,0.9167,0.0079,0.9167,1,1,1.9638,1.0414,1.0792,0.0833,0.2486,0.2432,0,0,1,0,0,0,0
